Datetime,Text
2022-06-08 23:51:31+00:00,"They've lost the narrative.

So many boosted Canadians have caught covid now and the illusion has been shattered.

Covid was roughly as dangerous as the flu
The vaccines don't work
Now its all just a big pain in the ass at the airport

Change in govt is inevitable https://t.co/A9ebeC80E2"
2022-06-08 23:51:22+00:00,"You could not pay me enough to attend AX during a pandemic, negative covid test/vaccine proof aside. 😵‍💫 https://t.co/Aqpz4XIQhA"
2022-06-08 23:51:18+00:00,"The truth about the life-saving treatments to COVID &amp; the tens of thousands of reported deaths &amp; millions of injuries of COVID vaccines is censored. 

Join 30+ of the world’s leading doctors, scientists &amp; researchers in this FREE 9 episode docuseries https://t.co/Atbp3ND1fk"
2022-06-08 23:50:45+00:00,"Twitter labeled Laura’s post misleading for stating vaccines don’t prevent long covid, even though it’s been proven. 

So Twitter’s making pariahs of us when we speak the truth about covid?

The truth hurts the live with covid crowd when it disproves the lie covid is mild. https://t.co/mUnU1uD4J3"
2022-06-08 23:50:40+00:00,"@SalMancuso Experts weigh in. Both Pfizer's and Moderna's COVID-19 vaccines offer significant protection against breakthrough infections and hospitalizations but new research shows Moderna's vaccine may offer slightly better protection compared to Pfizer. Jan 31, 2022"
2022-06-08 23:50:39+00:00,"Some Doctors Are Serving This Kind of Tea to Fight COVID-19

#news #healthyeating #tea #covidvaccine #healthyfoods #groceries #healthy
https://t.co/K6HmlvdQ5S"
2022-06-08 23:50:35+00:00,"@benjaminhargy @RitaPanahi Btw if you read the article, it also apparently proves that covid vaccines are useless 😆"
2022-06-08 23:50:16+00:00,@Canadian_logic_ @esotericatlanta We don't really know how many deaths are actually caused by covid vaccine.  https://t.co/Aqhv6zbXJc
2022-06-08 23:49:56+00:00,"@hughosmond @CllrDavidTooke @EssexPR @danwootton @GBNEWS ""Children are 50 TIMES more likely to die from the covid vaccine than the virus"" Dr Michael Yeadon. Former vice president of Pzizer. https://t.co/Ms3UxbdQDM"
2022-06-08 23:49:50+00:00,EXCLUSIVE: Republicans Press FDA on Why COVID-19 Vaccines Would Be Authorized for Young Children https://t.co/WeyPPvkIt7 via @epochtimes
2022-06-08 23:49:47+00:00,"Places You're Most Likely to Catch BA.2

#coronavirustips #coronavirus #health #covidvaccine #news
https://t.co/41OOZQ2jcc"
2022-06-08 23:49:38+00:00,"Here's What Will Happen Next in Pandemic, Says CDC Chief

#news #covidvaccine #health #cdc #coronavirus #coronavirustips
https://t.co/aNjS28uAJZ"
2022-06-08 23:49:34+00:00,"@tcarlow @Rope_23 @POTUS Tami, I agree with you, Biden is doing a good job. He also did a great job getting the Covid Vaccines in arms, free Covid Testing and Covid Treatments. If the other guy had a second term, our death rate would have been at least 3 times higher."
2022-06-08 23:49:16+00:00,Falling demand causes glut of unused COVID vaccines in India https://t.co/cODgRsq3Jz
2022-06-08 23:49:06+00:00,"@ChrisSemko @JordanCanes @Tjonesonthenba Deadly, by definition, means something that can kill you.

It's pretty clear by now that COVID can kill people. Don't think that's debatable.

Not sure what the alternatives are, but the vaccines seem to work pretty well, so I'm happy to stay with them."
2022-06-08 23:49:00+00:00,@BadMedicalTakes So nature thinks the COVID vaccines are hot?  Who knew… https://t.co/cJltR6bzXo
2022-06-08 23:48:30+00:00,"@Canadian_logic_ @esotericatlanta Initially all respiratory deaths OR deaths ""with covid"" (incidental) were recorded as covid deaths. That was discussed and verified by officials at an earlier time. Many symptoms of covid vaccine harms are not diagnosed as such.  https://t.co/wWZ34urG1e"
2022-06-08 23:48:24+00:00,What Would a Novavax Covid-19 Vaccine Mean in the US? https://t.co/0WCZ1r7C3G
2022-06-08 23:48:23+00:00,"@stevespriester your guest just mentioned there are several vaccines which require 4-5 doses. I can honestly say I have NEVER heard of a vaccine requiring that many doses, other than the Covid vaccine. Although I may be wrong, but I think you should've pushed back on that."
2022-06-08 23:48:14+00:00,"All they need to do is look at VAERS, the Pfizer documents on their Covid-19 trials (they had to release under court order) and check the vaccine history of victims. It's amazing what they would find out. https://t.co/iSCg2XrsDW"
2022-06-08 23:48:04+00:00,"@A1slingeach @FrankKelton28 @Bwary_gifthorse @kingofthecrypto @NikkiFried I do grasp basic biology &amp; I didn’t say a vaccine was a cure, I said it precludes you from getting a disease—-there is a big difference.  My life is UNCHANGED since COVID because I chose to live life normally not the way sheep like you have."
2022-06-08 23:47:46+00:00,"i'm gonna lose my fucking mind of course my cousin got covid cause he was being a little bitchboy and refusing to get the damn vaccine and then my brother got sick from him and i'm pretty sure i got sick from my brother (still not 100%, could be allergies, but yeah)"
2022-06-08 23:47:39+00:00,@zoeharcombe COVID “vaccines”.
2022-06-08 23:47:39+00:00,@Phil_Caravella @HuckelCommaSean They should have given everyone a choice between 2 needles: one with a vaccine and one filled with pure Covid. Want to trust your immune system? By all means.
2022-06-08 23:47:02+00:00,"The best thing in the last few years has been the covid vaccine.

Which took 1 month to finish, 8 months to approve, and 6 months to roll out. The feds didn't say ""stop"", slowly, and good things happened."
2022-06-08 23:47:01+00:00,"@greggvaughn1505 @TuftsHealthPlan @SteveJo00309717 Also, if you read about vaccinated people getting covid &amp; then having a heart attack, that should give u pause.  The vaccine is supposed to eliminate severe illness.  So it doesn’t work?  Or it contributes to heart problems?  Those should be questions sounding off in your mind."
2022-06-08 23:46:52+00:00,"This is animal abuse and stupidity giving that poison to a gorilla! Now stop and think what it's doing to humans accelerating cancer! Animals don't have a voice! 🤬😤😭
#COVID19 #COVIDVACCINE https://t.co/x2Xzn9kxi7"
2022-06-08 23:46:26+00:00,@FoxNews Wonder if they have to have a Covid 19 vaccine ?
2022-06-08 23:46:01+00:00,"@DrVenkySoundar Omicron is a nature's answer for the COVID. It is a virus and a vaccine.

BILL GATES: Sadly, the virus itself, particularly the variant called Omicron, is a type of vaccine."
2022-06-08 23:45:51+00:00,"Queensland COVID-19 statistics
Last updated: 8 June 2022.

4,257 New cases (last 24h)
12 Currently in ICU
8,890 Tests (last 24h)
92.4% Fully vaccinated
1,208,173 Total cases
312 Currently in hospital
7,668,957 Total tests
94.0% 1st dose vaccine"
2022-06-08 23:45:48+00:00,"@PatchOCool @jordanbpeterson @JustinTrudeau Funny thing. I don't think you know what antivaxxer means.
Most of the people who are opposed to covid vaccines have had every other vaccine available. Opposing one vaccine doesn't make anyone an antivaxxer or worthy of the abuse slung at them."
2022-06-08 23:45:41+00:00,Is there imprecision and ignorance in @guardian’s report.  When it talks of #Covid does it mean the original coronavirus which is no longer in circulation.  Does this new vaccine also protect against #Omicron or #Deltacron? https://t.co/3Wc1ksadx9
2022-06-08 23:45:19+00:00,"BEWARE OF FAKE COVID-19 VACCINES
#TeamPNP
#WeServeAndProtect
#PNPKakampiMo https://t.co/ZZNHc2fWOt"
2022-06-08 23:45:10+00:00,"@CzFarfan @PWilliams529 @Twitter yeah, well, it's my #opinion that's it a matter of the #COVIDVACCINE and the general wellbeing of this world.  We've damn near collapsed society, working on civilization, might as well work on destroying the human race too.  After all, no humans, no global warming, right?"
2022-06-08 23:44:58+00:00,"@ChrisBBacon3 @BluewoodHomes I'm sorry maybe I missed the part that says the vaccine is supposed to prevent you from catching covid? It took them a year to admit that it would prevent contagion. But your ""protected"" if you're vaxxed lol. Docs getting paid to meet pt quotas on getting people vaxxed"
2022-06-08 23:44:53+00:00,"BEWARE OF FAKE COVID-19 VACCINES
#TeamPNP
#WeServeAndProtect
#PNPKakampiMo https://t.co/X71MeZJUiB"
2022-06-08 23:44:41+00:00,"US biotech company Moderna on Wednesday announced positive results for a new vaccine that targets both the original Covid strain and Omicron, and sees the shot as its “lead candidate” for a booster this fall.
@moderna_tx 
READ MORE:

https://t.co/77SN1TZOnT https://t.co/7uoWAnluCP"
2022-06-08 23:44:34+00:00,"US biotech company Moderna on Wednesday announced positive results for a new vaccine that targets both the original Covid strain and Omicron, and sees the shot as its “lead candidate” for a booster this fall.
@moderna_tx 
READ MORE:

https://t.co/0BZLAhmEzL https://t.co/91QQVyG3v9"
2022-06-08 23:44:32+00:00,"@EacklesLedell @MariahSouthside @RoccoMenora @steph_the_twit I'm a vaccine supporter, but ""highly effective vaccines are everywhere"" is completely false. 

1. Vaccine efficacy against BA.2 is around 54% for severe acute phase. There is no added protection against long-COVID. 
https://t.co/efoKLIA1Qi https://t.co/zRhbWiboW4"
2022-06-08 23:44:32+00:00,"White House issued a new warning to Congress Wednesday on the continued urgent need for Covid-19 funding, highlighting new “unacceptable tradeoffs” as it reallocates &amp; reprioritizes remaining funding toward new vaccines in absence of congressional action.
https://t.co/BoMGm2kTLU"
2022-06-08 23:44:27+00:00,"Hey, @HealthNS When are you going to open up second boosters to people under 70? Everyone's immunity is waning now.  And any word on covid vaccine for under 5?"
2022-06-08 23:44:22+00:00,"Having been through COVID myself, I agree. I've never been so scared about being sick in my life. The waiting to find out if your body+vaccine is going to have what it takes to fight it off is harrowing. That's why I continue to mask up without caring what others think. https://t.co/dRs7JLSc85"
2022-06-08 23:43:59+00:00,Moderna says new trial results show that a revised vaccine works better against #Omicron — It’s a stronger immune response but it remains unclear how an updated vaccine will fare against future variants. By ⁦@SharonLNYT⁩ @NYTimes #vaccination #COVID  https://t.co/i4xyIyL0nZ
2022-06-08 23:43:57+00:00,A second booster shot is coming. https://t.co/OacowVFEDO #CovidVaccine #Vaccination #PMNnews
2022-06-08 23:43:50+00:00,"1,287,595 injuries reported after COVID shots, vaccine injury compensation programs ‘overwhelmed’ - LifeSite https://t.co/XUeJb8UuQV"
2022-06-08 23:43:09+00:00,"CDC Chief Gave This Urgent Omicron Update

#coronavirus #news #covidvaccine #coronavirustips #health
https://t.co/KVeJOktRLS"
2022-06-08 23:43:05+00:00,"2 of my 11yo son's close friends told him more people have died from the vaccine than covid

Tell me more about how this ""next generation"" is supposed to save us"
2022-06-08 23:43:05+00:00,"#coronavirusUS #COVID #COVIDIOTS Through deaths #lockdownextensions, raised #suicides #domesticviolence, #sexualabuse unemployment etc. #Covid_19 has caused havoc. #Hunger &amp; #riots R awaited. No drug no #vaccine STOP IT. Take advice https://t.co/Q9gFNSRYsp https://t.co/hMwlss70uz"
2022-06-08 23:43:00+00:00,I tried so hard to warn people! I can’t have vaccines cause I’m allergic &amp; have been for 20+ yrs so I was never tempted &amp; I already had Covid. But the massive push made me suspicious -Then the threats. Not following simple science though they claimed they were! https://t.co/Q1b4bk0Zcv
2022-06-08 23:42:58+00:00,"@Sketchyjgaming @PridgeWessea @Evry1H8sGrtzLOL @shrekvivre @WHurensohn @Growler79L @Woody4123 @MissJuliaLee @RealDoctorT @browneaglewings @cl1ntonserver @SnoJustis @Q_Estrada @LifeNyc2 @TastyMorsel6 @Jennie_SC1 @Jetson77 @RepublicanRehab @TheDickKnightV2 @EducatingTrump2 @LadyOfTheOcean1 @CleeseRaymond @SumatraSue @JackWhoElse @SandraNotSandy1 @BrandonLetsgo90 @Aimhighffw @Annie20554592 @jeffschlueter1 @EnrelChi @Budleo_Morgan @EhbotchaKaren @Flattielover @ConcernedinPV @fred_rulz @spanna65 @AggressiveDem @Emma34770971 @GrieveNSpin @TommyJD5150 @ShdwCo47 @JeffMil76620840 @gmarshall1965 @CimoreneJeune @evasong049 @JimlikesBB @greatgatsby8790 @steking823 @TractorLaw Answer yes or no comrade :  Are you saying covid vaccines are useless yes or no ?  
aussie battler
@Sketchyjgaming
·
40m
No less then the useless jabs.  

  Do you not understand yes or no comrade cretin ?"
2022-06-08 23:42:53+00:00,What Would a Novavax Covid-19 Vaccine Mean in the US? https://t.co/CRFL28h1Ko
2022-06-08 23:42:46+00:00,@jmclennan8 Covid made me write vaccine off for good. Unless i get bit by a wild animal or something like that. I would risk the vaccine over risking rabies.
2022-06-08 23:42:38+00:00,@DennisARobinso1 @aaronhoyland A leaky vaccine isn’t going to help. Every time a vaccinated person gets Covid they have a chance to mutate an even more vaccine resistant strain. The vaccinated have become your worst enemy. 🤣🤣🤣
2022-06-08 23:42:28+00:00,"@NeesyinPA He said, ""This evening I tested positive for COVID. My symptoms are mild. I'm grateful that I recently got my second vaccine booster. I will be isolating at home according to CDC guidance.""  Something is way off with them all saying the same thing."
2022-06-08 23:42:20+00:00,"What Would a Novavax Covid-19 Vaccine Mean in the US? - FDA advisers overwhelmingly endorsed the vaccine, which Novavax hopes will sway holdouts to finally get their shots. - https://t.co/X4PzGg7ZLW"
2022-06-08 23:42:19+00:00,"According to the latest data from VAERS, 56 cases of rapid-onset and FATAL CJD have been reported following COVID-19 vaccines since Dec. 14, 2021!!!!!!!

https://t.co/dUvgqqVfz3 https://t.co/dUvgqqVfz3"
2022-06-08 23:42:14+00:00,@StareliaYumera @icewitch_skye It would’ve been dangerous either way. It’s a large gathering of people so there’s automatically risks involved. You can still get covid with the vaccine so people should really just be wearing their masks. I think people should be given negative tests on sight or a week before
2022-06-08 23:41:58+00:00,EXCLUSIVE: Republicans Press FDA on Why COVID-19 Vaccines Would Be Authorized for Young Children https://t.co/U0bQWuMc36 via @epochtimes
2022-06-08 23:41:52+00:00,"This is Where in the USA COVID is Rising Next, Experts Predict

#coronavirustips #coronavirus #covidvaccine #news
https://t.co/I8TrUYAH19"
2022-06-08 23:41:45+00:00,"This Makes You ""Much More"" Likely to Die, Virus Expert Says

#health #coronavirus #news #covidvaccine #coronavirustips
https://t.co/aI7XYRojnj"
2022-06-08 23:41:29+00:00,@mediahunter You didn't just get better 5g with the Covid vaccine...
2022-06-08 23:41:22+00:00,@gummibear737 Do you know anybody for whom the vaccine prevented getting sick with Covid?
2022-06-08 23:41:21+00:00,Falling demand causes glut of unused COVID vaccines in India https://t.co/JHoUCEe0aU via @YouTube
2022-06-08 23:41:08+00:00,@RealAndyLeeShow Covid is manageable but when loved ones are left alone out of fear they might not do so great with any virus.  The vaccine is a facade. False sense of security. Fine to feel safe while different story when you get sick especially if you have health issues.
2022-06-08 23:41:03+00:00,"@schovillejosh @LeftSideStrong5 @TaxReformExpert No COVID wouldnt be gone. Immunity from the vaccine and prior infection wane over time and do not prevent future infection

The vax immunity increases you protection so future infection will be less severe https://t.co/EBx2V02dY5"
2022-06-08 23:40:56+00:00,"@MrMusicSoftware @JeremyWard33 So what did we do 100 years ago? Before baby formula was popular? Doctors? You mean the folk killing us off with covid ""vaccines""? Sorry if I do not validate their opinions..."
2022-06-08 23:40:44+00:00,@JudgeJoeBrownTV Like covid vaccines
2022-06-08 23:40:32+00:00,@JasonLa81624885 @Johnnyb36483657 @JonDaley7 I have had Covid 2 times. Pre-vax COVID wasn’t bad. The time after vaccination was significantly worse. My family is unvaxxed and it was a cold for them. I’ve been Ill for days. I blame the vaccine.
2022-06-08 23:40:27+00:00,"@Peter_Fitz @TonyKoc69285191 I have no doubt the vaccines are as safe as other vaccines, but the continuing daily death toll makes me question their effectiveness, particularly for older people and given the current Covid strains are apparently weaker than the original."
2022-06-08 23:40:13+00:00,@greggvaughn1505 @TuftsHealthPlan @SteveJo00309717 I said we can debate the cause.  Your claim that heart attacks are not on the rise is blatantly false.   Two main things have been introduced: covid virus and covid vaccine.  A sudden rise in cardiac issues is likely attributed to one or both of those things.
2022-06-08 23:40:11+00:00,"USA Bloggers Top story: Moderna says new COVID-19 vaccine protects against omicron | PBS NewsHour https://t.co/aCCJFuugcx, see more https://t.co/mfraR3gOLg"
2022-06-08 23:40:06+00:00,@GhoshfaceKillah @lulu_2072 @jamisonfoser The public’s response to Covid has shown us that data is going to change no one’s mind. More people died from Covid than have died from gun violence this century and people wouldn’t go get a vaccine. 400 mass shootings a year isn’t going to convince them to give up their guns.
2022-06-08 23:40:03+00:00,Should you get a 2nd #COVID19 booster shot? Take a look at these guidelines from the CDC to determine if you should get a 4th vaccination. #FortBendCounty #FortBendHealth #PublicHealth #Prevention #CommunityHealth #COVIDVaccine https://t.co/RgPaTFzgzB
2022-06-08 23:40:02+00:00,"@SheepDog_Z I don't have access to this, and don't know the context. Surely there is an explanation for it other than COVID and the vaccines."
2022-06-08 23:40:01+00:00,@Badabing000 @zoeharcombe Long covid is a coverup for vaccine injuries
2022-06-08 23:39:53+00:00,"@LeAdderNoire @GoPoolie I've never been an anti-vaxxer. And I'm not now either. There are some vaccines that makes sense to take, when you travel to certain areas of the world. But a Covid-vaccine isn't one of them."
2022-06-08 23:39:47+00:00,"@HRoesch @RadioFreeTom Develop mental toughness, self-respect, self- love...
if you do, you will  put down the fork...QED
With COVID, neither masks nor vaccines prevented 
it from infecting you. And you can get it more than once."
2022-06-08 23:39:28+00:00,"@schovillejosh @LeftSideStrong5 @TaxReformExpert The data requested in the FOIA is the background documents relating to the Pfizer trials in 2020. Therefore the docs you will be seeing will be from 2020

The efficacy of the vaccine is for symptomatic illness. It doesnt prevent infection. Neither does immunity from prior COVID"
2022-06-08 23:39:20+00:00,"A graph showing modelled COVID-19 hospital admissions till 2026,
in a scenario of 1x vaccine campaign/year and added Public Health Protections (reducing contacts by 20%).

W/ *2x* vaccine campaigns/year +PH protections, the numbers would be smaller.

https://t.co/Dy0xnxN912

5/ https://t.co/vmlzU1P3m6"
2022-06-08 23:39:00+00:00,I wouldn’t have considered questioning childhood vaccines if not for Covid vaccine policies. https://t.co/AaZlvyWrBW
2022-06-08 23:38:56+00:00,"@TRUTHB00ST I took no vaccines, wore a mask at work or I wasn't allowed to work. Still Covid free... Stop being sheep."
2022-06-08 23:38:54+00:00,@PAL92213996 @BreadthAndPrice @USMortality “A major study of vaccine side-effects in the US found no link between two Covid jabs and the number of deaths recorded after vaccination.”
2022-06-08 23:38:35+00:00,What Would a Novavax Covid-19 Vaccine Mean in the US? https://t.co/sZ7foP0BV3
