Datetime,Text
2022-06-09 23:54:42+00:00,@Deen282 @ro_immigrant @AP I had 2.  Covid woulda sucked.  My kids were vaccinated for everything the Pediatrician said.  Sure it's a tiny percentage who have longer effects- but its there- and its more than those that get a bad reaction to the Vaccine.  So I'd Vax my kiddos...  if I had to do it again...
2022-06-09 23:54:21+00:00,"@ZaleskiLuke He is a lifelong dirt bag, no doubt.

$5 gas
10% inflation
Afghanistan disaster
Explosion in crime
War in Europe
Most Covid deaths - with vaccines

None of that happened under Trump.

Mean tweets and mob tactics? For sure.

Damage to USA vs Biden? Not even close."
2022-06-09 23:53:44+00:00,nothing like being in the break room at work and listening to the 60+ year old ladies talking about how the covid vaccine is a fraud 🫦
2022-06-09 23:53:42+00:00,"@PamEdwards123 @Novavax @US_FDA suddenly ""the federalist"" aka the Federalist Society is interested in side effects of covid vaccines.  Well...not ALL vaccines, just Novavax.   Wonder how many Pfizer execs donate to Federalist Society? @kylegriffin1 @maddow @RobertKennedyJr @mehdirhasan 

https://t.co/cDeMNa9ffi"
2022-06-09 23:53:40+00:00,"@2aQueer @justregular1118 @brianwjones @TrumpCPA @Mr_HughJanus @AdamParkhomenko @HouseDemocrats What’s not ok to you could be ok to me.. The judge also said more people died from the Covid vaccine than mass shootings, so I don’t think he should be in a position to be making any rulings if he is just going to make shit up to argue his point.. also AR=knife? In what world?"
2022-06-09 23:53:30+00:00,"I hate that friends and family treat me like the “Covid expert” 

I hate having to explain over and over how vaccines and boosters work, how masks work, why I can’t go to an indoor gathering

Or worse, when they treat me like the “sensitive one” for trying not to die."
2022-06-09 23:53:07+00:00,"Severe #COVID ‘Rare’ in People Who Didn’t Get Vaccine, Survey Reveals • Children's Health Defense https://t.co/7IKkpI1Nhz"
2022-06-09 23:53:04+00:00,@ChristyDanFan @ali_kyteler Yes because covid transmission needs to be reduced from the source. Staff are off sick because they haven’t been educated that they need to wear a N95/P2 mask/respirator indoors. To prevent infection. Vaccines are not enough &amp; have waned for the majority. Follow the CHO.
2022-06-09 23:52:56+00:00,"It's like a fucking soap opera... 😁

Like the sands through the hour glass..

https://t.co/CcxYmuLUDD

Dr. Richard Feldman column: Data on natural and vaccine-driven COVID immunity growing
https://t.co/7Cg4dJzHVo"
2022-06-09 23:52:54+00:00,"Selected Articles: The Devastating Impacts of the COVID-19 Vaccine Confirmed: We Were Lied to: Game Over, We Won. https://t.co/vsWGLu4aBi"
2022-06-09 23:52:49+00:00,"Don't Go Here Even if It's Open, Say Virus Experts

#coronavirustips #covidvaccine #coronavirus #news
https://t.co/VCpHAMBTdL"
2022-06-09 23:52:45+00:00,"@PWM62 @fissel_kelly @now_1984is Also, the vaccine was proven to slow the spread of Covid and lower infection rates"
2022-06-09 23:52:35+00:00,"@KFAlegal @MeidasTouch @MTLegalAF Setting up the additional FEMA vaccine sites more jabs in arms sooner, and I have no doubt saved many from getting covid and at least some from dying."
2022-06-09 23:52:05+00:00,"Currently at a theater, they played a COVID vaccine pre-roll ad, and a guy who is literally scrolling on Gab on his phone in front to me shouted out “Bullshit”

Great. Fun. Cool. That totally didn’t just throw off the vibes of this already awkwardly small theater."
2022-06-09 23:52:05+00:00,"@LeoVaradkar 4.  What tests have been done or 4 or more shots? European Medicines Agency came out against this. 5. Why are further boosters necessary if all population have either had covid, had vaccine (and boosters) &amp; both!! Check the numbers. 5. How do demographic compare to annual flu?"
2022-06-09 23:51:22+00:00,Novak Djokovic breaks silence over Covid vaccine refusal - BBC News https://t.co/nKATru88DI via @YouTube
2022-06-09 23:51:14+00:00,"18 Major Airlines, FAA, and DOT to Be Sued Over COVID Vaccine Mandates https://t.co/HId7ysrcP8"
2022-06-09 23:51:01+00:00,40-Year-Old Man Injured by #COVID #Vaccine Among First in #Canada to Receive Compensation • Children's Health Defense https://t.co/4pWHjBw9NK #JustinTrudeau #NoVaccinePassports #MasksOff #NoVaccineMandates #FireFauci #AnthonyFauci #BillGates #GatesFoundation #FoxNews #JoeBiden
2022-06-09 23:50:48+00:00,"Kids continue to test negative and are asymptomatic, despite both my wife and I having covid for 4 total days in the house now. They got boosted 2 weeks ago, and I’m wearing an N95 in the house. Almost as if masks and vaccines work? Wild. Wonder if we should do… more of this."
2022-06-09 23:50:37+00:00,"New hope for vaccine-injured patients - Front Line COVID-19 Critical Care Alliance Develops Groundbreaking Treatment Protocol for Post-Vaccine Syndrome https://t.co/5A8UFV52Lp 
#COVID19 #Health @Covid19Critical"
2022-06-09 23:50:28+00:00,"I'd love to hear from more pediatrician's on here (like @DrDadSays) who are making sure their offices are ordering the Covid vaccines (both Moderna &amp; Pfizer options) for their &lt;5 patients and community members. It's very hard to hear ""we're not ordering it because demand is low"""
2022-06-09 23:50:04+00:00,"@abcnews The latest data from WA Health shows of those admitted to hospital with COVID-19 in the last two weeks of May, 75 per cent were vaccinated. Some vaccine. Dear oh dear..."
2022-06-09 23:50:00+00:00,"The estimated $650 million spent by North Korea on a record number of missile launches since January would pay for one dose of COVID-19 vaccine for each of its citizens, according to a South Korean defense institute.

https://t.co/T7C7HRO5YJ"
2022-06-09 23:49:59+00:00,"@Pat77432407 Très à risque de surcharger l' hôpital. Le covid 
s'épanouit ds la graisse.
Question au bon Dr Marquis et au journaleux Lagacé :"" S' il a besoin de soins, devrait-il passer
après les vaccinés qui ne mangent pas de poutine??""  "" Devrait-il payer pour ses soins?"
2022-06-09 23:49:58+00:00,"@DLeonhardt ""the covid vaccines save lives""
Prove it."
2022-06-09 23:49:42+00:00,"COVID: “Disease Mainly Of The Elderly, Kind Of Like The Flu” Says Bill G... https://t.co/Af1uDr9PfN via @YouTube 
Go get your once off life saving vaccine for the worlds worst ever Pandemic And yet we still have these treacherous shills , Dr's, media , Pollies  inciting FEAR"
2022-06-09 23:49:40+00:00,"@BLCKD_COM_PlLLD @bussolini_1926 In maybe 10 or 20 years you will
get articles like :
""Group of harmed people
from the covid vaccines won trial over
pharmaceutical companies and
government. Gov responded that people
were…"
2022-06-09 23:49:35+00:00,Data on natural and vaccine-driven COVID immunity growing https://t.co/FU1tXtV7BI
2022-06-09 23:48:58+00:00,"@guardiannews @ukcolumn 
Raise hopes for what exactly?.  friends who've had this are constantly ill. 
 The so called 'Science Editor' appears to have  used his elbow to scibble this garbage. Trials of new Covid vaccine raise hopes of once-a-year booster https://t.co/ItAddl6AuP"
2022-06-09 23:48:56+00:00,"@CTVCalgary Have the Liberals been getting the safety and efficacy reports of the COVID vaccine from Russia? Makes sense, @JustinTrudeau is being tricked by Russian scientists. Those pesky Russians.. 🤦
#TrudeauIsDestroyingCanada https://t.co/ejqY7vCOdX"
2022-06-09 23:48:56+00:00,@chrisgailus I'm sure this thread will be full of COVID zero types calling her a monster.  But the reality is that vaccines have defanged COVID.  BH made the right call.  Time to move on to bigger issues.
2022-06-09 23:48:36+00:00,@_maltheism_ @hugotalks1 No one has died due to the COVID vaccine https://t.co/4azI3mW6Hr
2022-06-09 23:48:18+00:00,"@democracynow also, someone look into why The Federalist/Federalist Society is suddenly interested in cardiovascular side effects of covid vaccines?

https://t.co/cDeMNa9ffi"
2022-06-09 23:48:15+00:00,"@danielcrosby Aspertine causes Covid vaccines, or something #outrage!"
2022-06-09 23:47:48+00:00,"https://t.co/7yAeRkJTPf
Like I said another pandemic caused by covid vaccines"
2022-06-09 23:47:45+00:00,"You can get as many COVID vaccines as you want, they’re free https://t.co/KFjnzPAAwc"
2022-06-09 23:47:29+00:00,Literally will not pick up any job that requires the covid vacc until they develop a vaccine that actually does its job. Do people not realize it isnt normal for a vaccine to require like 3 additional boosters? (that make you feel extremely sick and dizzy too)
2022-06-09 23:47:28+00:00,@devisridhar Kids under five still don’t have vaccines. Immune compromised people exist. Long Covid affects one in five people. People are bad at doing cost benefit analysis.
2022-06-09 23:47:09+00:00,"Why does MTG think Americans need to 'defend themselves' against Americans? Oh, she means white Americans need guns to protect themselves against POC, immigrants, Democrats, Asians, Space Aliens, and Robots created in Peach Tree Dishes by Bill Gates &amp; the Covid vaccines. https://t.co/ZQgy2EdiHG"
2022-06-09 23:46:56+00:00,"@green917 @butteryak @tmcdonnell4 @DeansKevin Long covid was a thing before there were vaccines.
I don't know where you get your news, but you should change."
2022-06-09 23:46:30+00:00,@El_Tamalero10 @Breadgehog @unknownjorge @AnimeExpo You are right. We in Europe are not over the pandemic and that is mostly because we lowered restrictions way too early. But since the vaccine waves there have been milder cases for those that got covid.
2022-06-09 23:46:03+00:00,"@VerbatimReport @freechewy @KUSINews @nathanfletcher That's all anecdotal.  They track overall covid numbers and unvaxxed die at a significantly higher rate.  https://t.co/eCg5BKtUMn

To answer your other question you can still get the flu with the flu vaccine, however, you are less likely to get very sick or die."
2022-06-09 23:46:01+00:00,"@McalexMcintyre @chrisgailus We don’t have vaccines for alll, we aren’t giving boosters to those 6 months past, we seemed to learn nothing from Covid as we open back up. I’m disappointed in how we are moving forward on many fronts."
2022-06-09 23:45:53+00:00,"Virus Expert Just Issued This ""Essential"" Update

#coronavirustips #covidvaccine #news #coronavirus
https://t.co/r2ciM50OuS"
2022-06-09 23:45:41+00:00,@deepgreenphilly @NoyesJHumphrey @driscollc @tmprowell We aren’t living in an apocalyptic emergency situation. I do wear a mask inside to protect myself however I do realize that life is full of risks &amp; for me the vaccines have lowered the risks from COVID to an acceptable level. 1/
2022-06-09 23:45:40+00:00,"The #1 Worst Thing You Can Do to Your Health Right Now

#coronavirustips #covidvaccine #health #news #coronavirus
https://t.co/nVbNBDPcCB"
2022-06-09 23:45:34+00:00,Moderna loan báo kết quả hứa hẹn về vaccine Covid thế hệ mới https://t.co/tuiN989ONr via @YouTube
2022-06-09 23:45:08+00:00,Why are people sharing positive CoViD results while also stating that all shots were received? The vaccine was never touted as preventative. It just keeps you out of hospital. That’s all it ever did.
2022-06-09 23:45:01+00:00,African countries acquire about 818 mln COVID-19 vaccine doses: Africa CDC https://t.co/qyDKtv1nFO
2022-06-09 23:45:00+00:00,"An ABC News analysis of data collected by the CDC found that the share of breakthrough COVID-19 cases has reached its highest point since the vaccines were introduced.
https://t.co/IajsPkVrsv"
2022-06-09 23:44:48+00:00,"@RodKahx The massive difference is, deet works. The Covid ""vaccine""?? Not so much..."
2022-06-09 23:44:35+00:00,@DrEliDavid IT’S CALLED THE COVID VACCINE! People will be dropping like flies next 10 years from this “unrelated” sudden death syndrome. #pfizer #moderna #j&amp;j all should be imprisoned for mass genocide
2022-06-09 23:44:01+00:00,Myocarditis from COVID vs the Vaccine: Peter McCullough https://t.co/JfCCcLKuJx
2022-06-09 23:43:54+00:00,"@ulgulanoth @Lost_Pause_ More importantly, the vaccine has ~0 effect on contracting or spreading COVID. All it does is reduce infection severity. If you care, you test _everybody_. You can tell it is cynical marketing drivel because they aren't testing everybody."
2022-06-09 23:43:50+00:00,"@markbutcher72 you make lot's of sense when I hear you on air but that statement about thanking God you were vaccinated after catching covid was laughable  !! Thought them vaccines stopped you getting covid  ! You caught it from your child,  is she vaccinated  ?"
2022-06-09 23:43:25+00:00,@AldoSterone111 C'est une question rhétorique. La très grande majorité des non vaccinés tout comme la très grande majorité des vaccinés ne regrettent pas leur choix. Les seuls qui regrettent c'est ceux qui ont eu des séquelles du covid ou des effets secondaires de la vaccination.
2022-06-09 23:43:25+00:00,@ASTeacherParent @chrisgailus That’s a fair stance. My main problem with a lot of #ZeroCOVID supporters is that they want us to institute some pretty extreme measures that would result in business closures &amp; job losses. I figure we can’t eliminate all risks &amp; the vaccines make the risks from COVID acceptable.
2022-06-09 23:43:15+00:00,@yeahbutgurl @garyman130 @3minutehero @DrEricLevi @PRGuy17 My friend died from SAD at the age of 23. That happened in 1999. Wonder if he will try to blame that on the covid vaccine as well. 🙄
2022-06-09 23:43:05+00:00,@ParkerMolloy Another weird strike against your country: more people worried about giving their kids COVID vaccines than protecting their kids from mass shootings. I don’t think we non-Americans will ever understand the American mentality on pretty much anything.
2022-06-09 23:43:04+00:00,"FDA Sued Over Hiding Records From Moderna COVID-19 Vaccine Approval.
Defending the Republic, a Texas-based non-profit filed a Freedom of Information Act lawsuit against the Food and Drug Administration for refusing to turn over records…https://t.co/VWarFh4bk5"
2022-06-09 23:42:38+00:00,@TheEliKlein When's National Covid Vaccine Adverse Reaction day?
2022-06-09 23:42:37+00:00,@Snowayout Or those who have faith in covid vaccines and mandates.
2022-06-09 23:42:13+00:00,GB News 1000 excess deaths a week! Non covid related so must be vaccine related! https://t.co/o3zamuFXeh
2022-06-09 23:41:45+00:00,"@BobbyJoe1974 @_EthanGrey It's false because people got those checks.
I got mine.

We got the vaccine, PPE, and Covid relief.
We got our economy back.

Maybe you've been in hiding. Since 1974?"
2022-06-09 23:41:42+00:00,@dialucrii31 @C_Harmer92 @connieinygk @NightShiftMD Replace what you just said with the word Covid vaccine and maybe you’ll see what peoples beef is with this vaccines.
2022-06-09 23:41:04+00:00,"@brianstelter January 6th deniers, COVID deniers, vaccine deniers the same script from you clowns. Only problem is we have been right about everything"
2022-06-09 23:40:46+00:00,"@ScheidsVI @Rockford7480 @HumanistReport It wasn't clinically proven to be effective at treating covid, no. That's why it was funny watching conservatives taking it to prevent covid instead of a vaccine, all because their thought leaders advocated for it.

What else happened that I missed?"
2022-06-09 23:40:34+00:00,"@TracyGrayKLC Canada has done so much better than covid than most countries. Thank you Justin.
Remember the stupid CONS Bing Justin for covid deaths because they said he wasn't doing enough and wasn't getting vaccines fast enough.
We are so fortunate Justin is our PM"
2022-06-09 23:40:33+00:00,"@LaurenGolden__ Good news, even WITH mask and vaccine, it’s Covid for everyone!"
2022-06-09 23:40:24+00:00,"FDA Sued Over Hiding Records From Moderna COVID-19 Vaccine Approval.
(Press ""No News"" to view article without subscription.)
@saltinesnack 
https://t.co/VH4qYJahON"
2022-06-09 23:40:19+00:00,"@kylenabecker @quitnomore01 They should not be baffled, covid vaccine and covid is to blame. I have lingering symptoms after 6 weeks. Horrible!"
2022-06-09 23:39:46+00:00,Data on boosting immunity to natural and vaccine-induced COVID https://t.co/ECNpM4eO2S
2022-06-09 23:39:43+00:00,@YakkStack Health Canada intentionally misleads people with their statistics. They presented covid deaths by vaccine status from Dec. 14 so that the unvaxxed deaths look large. It worked. Sheldon explains how this number is misleading and people still don't get it.
2022-06-09 23:39:41+00:00,"@Bernvazquez1 @realnorseman88 @ACTBrigitte Look I get it, Trumps own tweets and own words don’t count,  

I mean the guy promotes a COVID vaccine so how can he be trusted?  wait…does he?"
2022-06-09 23:39:38+00:00,"@vankayak Covid is not a big problem for the majority of population without any susceptibility. Of course, some people've damaged their immune systems with the fake vaccines already- not sure if vaccines can help them have some protection against covid, but they don't against anything else"
2022-06-09 23:39:29+00:00,US diverts COVID-19 funds to secure vaccines amid stalemate https://t.co/JdcE912wHB via @YahooNews @AP @AboutTheAP @AP_Archive @AP_GMS @COVID19Tracking @ntfcovid19ph @Covid19Critical @covid19nz
2022-06-09 23:39:18+00:00,"@QuartsClock Because I've still experienced a lot of transphobia here, I mean I was spat on when I went to vote, but glad to see the majority of people just didn't buy into it, ofc it's probably also because the former govt fucked up with the bushfires and covid vaccines and everything else"
2022-06-09 23:39:17+00:00,"Virus Expert Just Issued This ""Careful"" Warning

#coronavirus #news #coronavirustips #covidvaccine
https://t.co/igHMeVWgcF"
2022-06-09 23:39:04+00:00,@stfupdonny @NymphApp @ECooperAuthor COVID-19 vaccines made by Pfizer/BioNTech are the first mRNA vaccines to complete all clinical trial stages and be licensed for use.
2022-06-09 23:38:32+00:00,"Four things our new Aus government can do to improve access to #COVID-19 #vaccines and products in our region, out now with @DrDebGleeson  @btenni in @anzjph Open access: https://t.co/BqiHVgcDZV https://t.co/QN9fpESytn"
2022-06-09 23:38:25+00:00,@seancondev Lol does it also cause side effect that have been associated with covid vaccines how perfect
2022-06-09 23:38:01+00:00,"Avoid COVID Now Using These Proven Methods

#covidvaccine #health #news #coronavirus #coronavirustips
https://t.co/RTC2plurSE"
2022-06-09 23:37:30+00:00,"@lpoebratcher @charliekirk11 Don't backtrack now Linda, you want the whole country to go back into lockdown, people by the thousands dying from Covid, no vaccine in sight, people losing their businesses, their homes, their livelihoods. 

Just for cheap gas. Shame on you Linda, shame. You should feel bad."
2022-06-09 23:36:59+00:00,"@butteryak @tmcdonnell4 @DeansKevin Long covid is an adverse reaction to the vaccine. I haven't heard of anyone w/ ""long covid"" that hasn't been jabbed."
2022-06-09 23:36:35+00:00,"@greggutfeld: Circling back to Covid, didn't the vaccine have an AIDS virus cursor in it?

This is uncomfortable. 

https://t.co/jydiB6jwwn"
2022-06-09 23:36:25+00:00,"@kim_crawley No yikes fuck no. I had it before vaccines and although didn't have to go to hospital I was screwed for days with debilitating fever and a mental anguish for i thought I was not gonna make it. But I read horror stories about long COVID and hell no, masks and distance."
2022-06-09 23:36:24+00:00,@Heretohelp188 Just to add all my colleagues across the country have noticed the large influx of coronary issues since the vaccine rollout also we weren’t as busy during covid as the media makes out
2022-06-09 23:36:16+00:00,@TheAquarianTV I’d get the COVID vaccine before I did this
2022-06-09 23:36:13+00:00,@garyman130 @yeahbutgurl @3minutehero @DrEricLevi @PRGuy17 No I’m calling you into question. It’s not vaccine related like you’re making out. It predates the covid vaccine.
2022-06-09 23:36:02+00:00,"Aaron Rodgers’ New Girlfriend Is An Actual, Honest To God Witch https://t.co/Ye0tu8Fmpm via @sportsmockery SINCE AARON RODGERS LIED ABOUT THE COVID VACCINE HIS BRAIN HAS TURNED TO MUSH..WTF IS THIS ABOUT ?"
2022-06-09 23:35:37+00:00,"WOBN News: Kaiser Permanente, UW will enroll 3,500 people in Covid vaccine study: Participants will be tested weekly using nasal swabs at home and take weekly symptom surveys. Click here to view original ... #biotech #news https://t.co/enSlLUTHY2"
2022-06-09 23:35:21+00:00,#COVIDVACCINE #vaccineinjured https://t.co/W3ijTEU4tv
2022-06-09 23:35:21+00:00,Why cant I sleep. Is it this covid vaccine 👀👀
2022-06-09 23:35:17+00:00,"@MidatlanticMarx @JeremyWard33 On covid vaccines, Mexico use to have one of the best Vaccination regimes being able to largely produce it's own vaccines. This was completely dismantled and destroyed through  neoliberal policies, so much so that Mexico indeed had difficulty getting them in the beginning."
2022-06-09 23:35:10+00:00,"@USMortality Learn why health oficials consider COVID-19 vaccines safe for most people, except those injured by them."
2022-06-09 23:35:10+00:00,"Walgreens COVID-19 Vaccine Appointments Near You/Walgreens検索・予約（English） website was updated, visit the page! https://t.co/TqHHgBXRsK"
2022-06-09 23:35:02+00:00,"@battyrash Children are at no risk of dying from Covid , having serious side effects to the vaccine is defiantly a possibility , any young fit person should never of been near this vaccine"
2022-06-09 23:34:57+00:00,#COVIDVACCINE #vaccineinjured https://t.co/GDJxK2yNTz
2022-06-09 23:34:49+00:00,"The admin expressed particular concern abt “validity &amp; security of elections,” “origins and effects of COVID-19 vaccines or efficacy of masks,” and “U.S. immigration policy.” The document does not stress the sources of the alleged disinformation. https://t.co/3xmdpKKeZa"
2022-06-09 23:34:43+00:00,"Young children could soon be eligible for COVID-19 vaccines in the United States.
https://t.co/GQZ6Lzl77J"
2022-06-09 23:34:35+00:00,@DrJBhattacharya @DrJuliePonesse Is she as fooled as you by the success of the covid vaccines
2022-06-09 23:34:27+00:00,"@Bluertwo After Midnight, though I currently won’t listen to Eric Clapton because of his ridiculous stance on Covid and vaccines, etc,"
2022-06-09 23:34:27+00:00,"COVID and you aren't vaccinated, 
 your risk of getting reinfected with symptomatic disease is about 2.5–fold higher. 
When you introduce the vaccine to someone who's already had covid the body says,
4/6"
2022-06-09 23:34:26+00:00,"with different circulating variants, different vaccine protocols and using different methodologies. However, all these studies do consistently indicate that there is an added benefit to getting vaccinated even if you previously caught COVID
When people say 
2/6"
2022-06-09 23:34:11+00:00,@JaneMesonges @gantz_r @doxiedebbie @CreationsofaBee @jimmykimmel @JoeBiden He didn't hide that he got the vaccine. He also didn't hide covid. He said let's not lose our minds until we have an idea what's going on..I still have never had covid. Still don't believe it's anything worse than a more infectious flu that kills olds and fats
2022-06-09 23:34:02+00:00,Vermont stocking up on COVID vaccine for young children https://t.co/jbTVdT4VJY
2022-06-09 23:33:35+00:00,"@9ercules_ @ArctheNomad @AnimeExpo They got really lucky, then. An excoworker of mine, around that age, got COVID and he almost died. This was before the vaccine came out, though."
2022-06-09 23:33:29+00:00,the people that were doing their own ‘research’ on covid &amp; the vaccine https://t.co/X4QKFXcYkS
2022-06-09 23:33:29+00:00,@cyndyashibao1 I have Dysautonomia. I believe I was always predisposed but Gardasil triggered it. Horrible reaction then POTS. I got the Covid vaccine b/c Covid would be worse for me. I did fine with the vaccine. It’s so confusing.
2022-06-09 23:33:25+00:00,#COVIDVACCINE #vaccineinjured https://t.co/wFELI9IVIV
2022-06-09 23:32:58+00:00,"Thursday used to be the day Canada would provide a weekly update on how many COVID-19 vaccines were in its #CentralVaccineInventory.
Since the main vaccine rollout page was revamped in mid-May, that information does not appear to be available at all?
#Transparency #Accountability https://t.co/KRxkvv089y https://t.co/jfSwHkwgSE"
2022-06-09 23:32:27+00:00,@AngryMomUSA @MayorKeller has the #Covid. Guess the #vaccine does not work????
2022-06-09 23:32:19+00:00,"Dr. Fauci Just Predicted This Will Happen Next

#dr.fauci #coronavirus #health #covidvaccine #coronavirustips #news
https://t.co/zpPMnCnNP8"
2022-06-09 23:32:07+00:00,"@str8shooter123 @sandflea711 @awesley777 @Peggesis1 @W4llaGaming @juliagoolia1982 @Natheio2007 @BluewoodHomes So you're a hysteric. Can you give me a solid scientific concern? Or is it just mindless fear of the unknown? How many people have taken the vaccine? Where are the effects? Meanwhile: millions dead from covid,. reality vs your unfounded mindless fear"
2022-06-09 23:31:24+00:00,@Bakesy42 @RebelNewsOnline Long COVID. Haha good excuse for vaccine side fx.
2022-06-09 23:31:19+00:00,"@WokeSolarPanels @realVioletBloom @theGalsandMe @g_berish @RepMTG @chuckschumer mRNA vaccine. What is the survival rate

How does it compare to the covid survival rate?"
2022-06-09 23:31:13+00:00,COVID-19 vaccine mandates axed for most WA workers as businesses pick up the pieces https://t.co/Sotx3QZE1a via @ABCaustralia
2022-06-09 23:31:11+00:00,"A $50 thread! 

Some COVID-19 vax clinics are offering $50 gift card incentives this month.

June 17,  CAPI IOC is offering Pfizer vaccines 2 pm - 5 pm along, plus a $50 Visa gift card per vaccine.

Go here:
5930 Brooklyn Blvd
Brooklyn Center, MN

Walk-ups welcome!

(1/3)"
2022-06-09 23:31:00+00:00,"A local barber wants to help his community by providing access to COVID-19 vaccines.
 https://t.co/pi5SOj5JMa"
2022-06-09 23:31:00+00:00,Last week saw a decline in pediatric COVID cases for the first time since early April. The FDA’s acceptance of Pfizer’s application for a COVID-19 vaccine for children under 5 years indicates vaccination could begin before the end of the month. https://t.co/PMkJQib0xD
2022-06-09 23:30:59+00:00,@GWasherballs @CommodusJTrump @LiberatedCit Trump was pro Covid vaccine wasn’t he?
2022-06-09 23:30:58+00:00,"One more thing, why are we getting vaccines approved via EMERGENCY AUTHORIZATION when there is no longer an emergency? The Covid death rate is way below pandemic standards.  Is it possible these vaccines would NEVER be approved with more stringent standards?  Don’t be fooled."
2022-06-09 23:30:57+00:00,Covid vaccines are not safe for everyone.  I said what I said.
2022-06-09 23:30:50+00:00,FDA panel strongly backs protein-based Novavax COVID-19 vaccine https://t.co/nDOiL3Da0H
2022-06-09 23:30:46+00:00,FDA panel strongly backs protein-based Novavax COVID-19 vaccine | MDedge Cardiology https://t.co/mcF1OR0k7X
2022-06-09 23:30:31+00:00,"Here’s When COVID Symptoms Appear, Says Science

#coronavirustips #coronavirus #coronavirussymptoms #health #covidvaccine #news
https://t.co/CXx8XrFkmK"
2022-06-09 23:30:09+00:00,Trace the COVID shot's by batch number. Too many have passed after the vaccine.
2022-06-09 23:30:08+00:00,"The anti-COVID vaccine forces have morphed into anti-all vaccines — shocking news, right? This makes protecting our children even harder. https://t.co/9rsJwXIOlZ #VaccinesWork https://t.co/BAhIkDMPg8"
2022-06-09 23:30:03+00:00,White House announces operational plan to provide #COVID-19 #vaccines to children under 5 https://t.co/WptXAzI5dX via @WhiteHouse https://t.co/rPkMn1Qt0d
2022-06-09 23:30:00+00:00,"If the World Trade Organization gets its way, an IP waiver deal for Covid-19 vaccines may be reached as soon as next week. But the critics keep piling up.

https://t.co/X93PqyhPp6"
2022-06-09 23:29:57+00:00,"@vankayak You are...lacking in intelligence
We are now in an ENDEMIC...
ENOUGH with the lockdown bullsh!t..
Covid is here to stay..
Herd immunity like..OH MY GOD a regular FLU.
'Vaccine' shots only give you immunity for 2 months tops...
Go ahead keep being a Gene Therapy kid..."
2022-06-09 23:29:56+00:00,@brevitybelle11 Your brave well done I've only gone once since Covid when I believed the vaccine had worked initially..I feel sub human my fringe is past my ears my roots are half way down my head my ends are frizz. I'm fed up and what have I been Doing? Breathing end of
2022-06-09 23:29:37+00:00,"Visit https://t.co/Va4zZqNAhf, text your zip code to 438829 or call 1-800-232-0233 to find a COVID-19 vaccine site near you. #whitmanwalker #vaccines https://t.co/FbAAJAV6Lu"
2022-06-09 23:29:12+00:00,Data on natural and vaccine-driven COVID immunity growing https://t.co/1fcFlq4Q8t
2022-06-09 23:28:55+00:00,@Dysautonomia @cyndyashibao1 I have Long-Covid (March 2020). I am pro-vaccine but also notable increase in pre-syncope symptoms within 24 hours of my first booster last October. And the higher temps this spring/summer are exacerbating symptoms.  For me it was the booster as opposed to previous 2 vaccines.
